Category,Subject,Body
MDU,"""GHIJ Paid Pension Fund""","""
From: abc.xyz@testmail.com
Sent: 19 November 2020 13:02
To: test.pensions@pensions.com
Subject: Re: GHIJ Paid Pension Fund

Good afternoon,

The below was acknowledged with thanks.

On Thu, Nov 19, 2020, 6:13 AM test.pensions@pensions.com wrote:
Dear Mrs ABC
GHIJ Paid Pension Fund

Thank you for your email regarding the GHIJ Paid Pension Fund. Please accept our apologies for the delay in responding to you.
I have checked the record and I can confirm that we have updated your address and a correspondence was also issued to you on 17th November 2020 stating the same. We have informed payroll team to reinstate your pension payment.
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com.
Yours sincerely
TEST PENSIONS
From: abc.xyz@testmail.com
Sent: 11 November 2020 13:57
To: test.pensions@pensions.com
Subject: Re: GHIJ Paid Pension Fund
Good Afternoon,
I have been trying to contact your offices by phone but whenever I did today, the phone call was disconnected. The rep I spoke seemed to have sighed then disconnected the interaction.
I have been trying to resolve this matter for two months now.
I have signed your form and returned same to you via express mail. I have tried calling to update my address and I have verified myself a 1000 times over. In light of the pandemic I rely heavily on my pension and it was unfortunate that same was discontinued without proper notice.
Your agents appear to be very rude to me whenever I call, and when the call is dropped no one calls me back.
I had moved from my previous location and called earlier on to advise you of same. I was assured my address was updated.
Kindly provide an update on the receipt of the verification form and more importantly advise me on when payments can continue.
My NINO is ********
DOB ********
My address is ********
My contact is +91 012345678
Warm Regards,
ABC XYZ
On Fri, Oct 16, 2020 at 4:46 AM test.pensions@pensions.com<mailto:test.pensions@pensions.com> wrote:
Dear ABC
GHIJ Paid Pension Fund
Thank you for your email regarding the GHIJ Paid Pension Fund.
I can confirm that your current address is not updated in our records. In order to update your address, please arrange for the attached Verification Form to be completed and returned via post to the address detailed below.
TEST
Post Handling Centre
10 Test Road,
Test Street,
AA12 123
Once your address is updated we will proceed with your request. Also, please could you provide your date of birth and National Insurance number for data verification purposes.
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com.
Yours sincerely
TEST PENSIONS
From: abc.xyz@testmail.com
Sent: 14 October 2020 16:47
To: test.pensions@pensions.com
Subject: Re: GHIJ Paid Pension Fund: Member Number *****
Good Morning,
My national insurance number is *****.
Normally by this time i would received 45 pounds paid out by the 6th of the month and received by the 12th. However my local bank has not yet received same.
Kindly confirm if it was sent.
Warmest regards,
ABC XYZ


"""
MDU,"""LMNO Pension Plan""","""
From: abc.xyz@testmail.com
Sent: 13 November 2020 13:26
To: test.pensions@pensions.com
Subject: Re: LMNO Pension Plan

I have already provided this information once (before you informed me that the address had been updated on your systems .... ). However, as requested:

10 Test Road,
Test Street,
AA12 123

ZZ123123Z
1st January 1400

Regards
ABC



On 13 Nov 2020, at 12:25, test.pensions@pensions.com<mailto:test.pensions@pensions.com> wrote:
Dear ABC
TEST Pension Plan
Thank you for your email regarding the TEST Pension Plan.
To enable us to answer your enquiry, please could you provide your full address, date of birth and National Insurance number for data verification purposes?
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 9.00 am and 5.00 pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com.
Yours sincerely
TEST PENSIONS


From: abc.xyz@testmail.com
Sent: 11 November 2020 20:29
To: test.pensions@pensions.com
Subject: Re: LMNO Pension Plan
As you can see from the below email trail I requested that all communication to me should be sent to a new email address ( abc.xyz@testmail.com <mailto:mebehelen@gmail.com> ). However, the newsletter that was recently sent out to me (from: testfund@fincorp.com) was sent to the old email address. Please confirm how I can get my address details updated correctly on the mailing list for the newsletter.

Regards
ABC

On 11 May 2020, at 06:10, test.pensions@pensions.com wrote:

Dear ABC

TEST Pension Plan
Thank you for your email regarding the TEST Pension Plan.
We note that you wish to receive newsletter through email.
We have updated our records with your email id – abc.xyz@testmail.com<mailto:abc.xyz@testmail.com>. I can confirm that going forward you will receive newsletter on your registered email id every year.
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 9.00 am and 5.00 pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com.
Yours sincerely
TEST PENSIONS

From: abc.xyz@testmail.com
Sent: 06 May 2020 11:51
To: test.pensions@pensions.com
Subject: Re: LMNO Pension Plan
Dear TEST PENSIONS
As requested:
******
Kind regards
ABC


On 6 May 2020, at 06:28, test.pensions@pensions.com<mailto:test.pensions@pensions.com> wrote:
Dear ABC
TEST Pension Plan
Thank you for your email regarding the TEST Pension Plan.
To enable us to answer your enquiry, please could you provide your date of birth and National Insurance number for data verification purposes?
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 9.00 am and 5.00 pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com.
Yours sincerely
TEST PENSIONS

From: abc.xyz@testmail.com
Sent: 04 May 2020 15:47
To: test.pensions@pensions.com
Subject: Change of Contact Details
Hi,
I have recently received the newsletter from TEST Pensions to an old email address abc@testmail.com<mailto:abc@testmail.com> and need to request that future communications are sent to this address abc.xyz@testmail.com. I am not sure whether there is an official way to request this change, if so please provide the details.
My full name is **** and my address is ****.
Regards
ABC


"""
MDU,"""Member Address Change ZZ123123Z""","""
From: test.pensions@pensions.com
Sent: 19 November 2020 10:45
To: testfund@fincorp.com
Subject: RE: Member Address Change ZZ123123Z

Hi ABC,

I can confirm that this has now been corrected.

Regards

TEST PENSIONS


From: testfund@fincorp.com
Sent: 19 November 2020 08:50
To: test.pensions@pensions.com
Subject: RE: Member Address Change ZZ123123Z

Good Morning

Please could I escalate this as only half of this address change has been completed- on Mr ABC’S TEST account it is showing half his old address and half his new address. This could be a technical error or something perhaps, although Mr ABC is needing the correct information to be displayed.

This was initially requested manually by myself on this email trail on 27th October as I believe he may have missed the September cut off for the address feed, as he moved in September.

So that I am able to resolve his query from our end, please can this be changed as soon as possible?

Many thanks in advance

TEST FUND


From: testfund@fincorp.com
Sent: 04 November 2020 09:37
To: test.pensions@pensions.com
Subject: FW: Member Address Change ZZ123123Z

Good Morning

Further to the below request, the member has contacted us today to inform only half of his address has been changed, and this is therefore still incorrect. Please can this be looked into, and the address changed exactly as the initial request?

Many thanks in advance for your help.

Kind Regards

TEST FUND


From: testfund@fincorp.com
Sent: 27 October 2020 11:02
To: test.pensions@pensions.com
Subject: Member Address Change ZZ123123Z

Good Morning

Mr ABC (ZZ123123Z) moved address in September 2019, although this has not been updated with TEST. Please can you change your records to reflect the following address:
Many thanks in advance for your help.

Kind Regards

TEST FUND


"""
MDU,"""RE: Address update""",""" 
 
From: ABC, CBA – GBR000000 
Sent: 29 November 2020 16:29
To: Test Pension Member 
Subject: FW: Address update
 
 
 
From: ABC XYZ [mailto:dexterspost@sky.com] 
Sent: 23 November 2020 19:37
To: Test  Payroll
Subject: Address update
 
Good morning
 
I recently received a pension payslip from you which was sent to my previous address.
 
I thought I had updated you with my new address in July.
 
Could you kindly check the details you have for me are correct please and let me know if they have been updated.
 
Test Pension Scheme.
 
Mr ABC CBA
 
Pension ref: 10000
 
My Address:
 
10 Test Road,
Test Street,
AA12 123
Kind regards
 
ABC CBA.
 
 
Sent from my Galaxy
 
"""
MDU,"""RE: Address update""",""" 
 
From: ABC, CBA – GBR000000 
Sent: 29 November 2020 16:29
To: Test Pension Member 
Subject: FW: Address update
 
 
 
From: ABC XYZ [mailto:dexterspost@sky.com] 
Sent: 23 November 2020 19:37
To: Test  Payroll
Subject: Address update
 
Good morning
 
I recently received a pension payslip from you which was sent to my previous address.
 
I thought I had updated you with my new address in July.
 
Could you kindly check the details you have for me are correct please and let me know if they have been updated.
 
Test Pension Scheme.
 
Mr ABC CBA
 
Pension ref: 10000
 
My Address:
 
10 Test Road,
Test Street,
AA12 123
Kind regards
 
ABC CBA.
 
 
Sent from my Galaxy
 
"""
MDU,"""RE: Change of address""","""

-----Original Message-----
From: Chacha Salsa <chachasalsa@email.com> 
Sent: 18 November 2020 23:14
To: Landrover <landrover@mercer.com>
Subject: Change of address

Good evening
Is it possible to change my contact address via email?
Kind regards
Chacha Salsa

Sent from my iPhone

"""
MDU,"""RE: Change of address""","""

-----Original Message-----
From: Chacha Salsa <chachasalsa@email.com> 
Sent: 18 November 2020 23:14
To: Landrover <landrover@mercer.com>
Subject: Change of address

Good evening
Is it possible to change my contact address via email?
Kind regards
Chacha Salsa

Sent from my iPhone

"""
MDU,"""RE: Change of address""","""

From: alexa siri <alexasiri@mail.com>
Sent: 28 November 2020 21:09
To: keldapensions@mercer.com
Subject: FW: Change of address



Sent from Mail<https://go.microsoft.com/fwlink/?LinkId=550986> for Windows 10

From: alexa siri <mailto:yoshimura1400@hotmail.com>
Sent: 28 November 2020 15:23
To: keldapensions@mercer.com<mailto:keldapensions@mercer.com>
Subject: Change of address

Good afternoon,

Please could I request that my address is amended to the following:

11 Highway to hell
Chalis chaurasia
La hila St Martial art
Bhun
France
20000

I am unable to amend the details on the Benpal website.

Your help in this matter is most appreciated.

Warmest regards,

Alexa Siri
00011589
Former employee of Yorkshire Water
17/06/1965
NH124130A

Sent from Mail<https://go.microsoft.com/fwlink/?LinkId=550986> for Windows 10


"""
MDU,"""RE: Change of address""","""

-----Original Message-----
From: Chacha Salsa <chachasalsa@email.com> 
Sent: 18 November 2020 23:14
To: Landrover <landrover@mercer.com>
Subject: Change of address

Good evening
Is it possible to change my contact address via email?
Kind regards
Chacha Salsa

Sent from my iPhone

"""
MDU,"""RE: Change of Bank""",""" 
 
From: nike addidas 
Sent: 25 November 2020 18:47
To: Test Pensions 
Subject: Change of Bank
 
Third request with additional information included. 
Dear Sirs
Booker Pension Scheme Reference 10000000
You are currently paying my pension into my account No 10000000 with Nationalwide. I intend to close this account so wish you to make future payments into my account with the Holifax. My account details with them are:
Name N Addidas
Sort Code 100000
Account No 00000001
My address is 10 Nashley Lawn, Grandure Avenue, Homee, B00 0BB
National Insurance No ZZ000000A
Date of Birth 30/10/1800
Please confirm you are actioning this request
Thank you
Nike Addidas
 
"""
MDU,"""RE: Change of details""","""

-----Original Message-----
From: Brown Colour <brown01@mail.com> 
Sent: 21 November 2020 16:20
To: Smiths Pensions <SmithsPensionsAdmin@mercer.com>
Subject: Change of details

Good morning

I would like to notify of my change of name and address Previous Brown Nocolour of 00 Clarant Ride, Teakwood Road, BB00 0BB Now Brown colour, 0 Greenland Road, Penselvansey Bay, East Sunset, BN11 1BB

Regards

Brown colour

Sent from my iPad

"""
MDU,"""RE: Changing my home address""","""

From: Stone man <stone@bartenderco.com>
Sent: 16 November 2020 20:50
To: Dixons <Dixons.pensions@mercer.com>
Subject: Changing my home address

Good afternoon,

I have a pension with Dixons Stores group and need to let you know my new address .

My old address is 00 Avilon Road, Meham, Swiss, SS00 0SS

My New address is 11 Margrate Mojito, Burgman on Sea, Summerset, TT0 0TT

Name Stephen Stone man

Date of Birth 31st December 1800

Old Employee number with Dixons 000XXX0


Please can you let me know that this as been done and arrange for my Pension Statement to be sent to me, I have two pensions with Dixons I know one was transferred to Mercer Ltd which I have notified separately.

Thank you

Kind regards

Stone man

Sent from Mail<https://go.microsoft.com/fwlink/?LinkId=550986> for Windows 10

"""
MDU,"""RE: home address update""",""" 
 
From: Jan feb 
Sent: 28 November 2020 00:59
To: CBA 
Subject: RE: home address update
 
Hi Benpal,
 
My name is Jan Feb
National insurance number is: AA000000A
Day of birth: 1st April 1800
Current address: 12 Mountain Hill, 12 St Tower, SS0 0SS.
 
Could you please change my address to:
 
100 Neil Armstrong Circle, London, AA0 0AA, Fordshire.
 
Kind regards,
 
Jan
 
 
 
 
Jan Feb
 
 
Phone +44000 000 0000 
Mobile +44000 000 0000
Email jian.jun-wang@cba.com.au 
 
 

 
From: Jan feb 
Sent: Friday, November 27, 2020 5:55 PM
To: 'CBA@jltgroup.com' 
Subject: home address update
 
Hi Benpal team.
 
Could you please change my home immediately to a new address: 
100 Neil Armstrong Circle, London, AA0 0AA, Fordshire.
 
Kind regards,
Jan Feb
 
 
 
Jan Feb
 
Phone +44000 000 0000 
Mobile +44000 000 0000
Email jan.feb@cba.com.au 
 
"""
